otus	R14_ITS2_F47_ITS1F_changins	R12_ITS2_F48_ITS1F_changins	R13_ITS2_F48_ITS1F_changins	R7_ITS2_F49_ITS1F_changins	R13_ITS2_F49_ITS1F_changins	R9_ITS2_F51_ITS1F_changins	R12_ITS2_F51_ITS1F_changins	R10_ITS2_F47_ITS1F_changins	R11_ITS2_F47_ITS1F_changins	R12_ITS2_F47_ITS1F_changins	R13_ITS2_F47_ITS1F_changins	R9_ITS2_F49_ITS1F_changins	R7_ITS2_F50_ITS1F_changins	R8_ITS2_F50_ITS1F_changins	R12_ITS2_F50_ITS1F_changins	R8_ITS2_F51_ITS1F_changins	R14_ITS2_F51_ITS1F_changins	R17_ITS2_F47_ITS1F_zurich	R21_ITS2_F48_ITS1F_zurich	R11_ITS2_F55_ITS1F_zurich	R19_ITS2_F49_ITS1F_zurich	R20_ITS2_F50_ITS1F_zurich	R16_ITS2_F52_ITS1F_zurich	R7_ITS2_F47_ITS1F_zurich	R11_ITS2_F48_ITS1F_zurich	R7_ITS2_F50_ITS1F_zurich	R13_ITS2_F51_ITS1F_zurich	R14_ITS2_F52_ITS1F_zurich	R12_ITS2_F53_ITS1F_zurich	R20_ITS2_F47_ITS1F_zurich	R14_ITS2_F55_ITS1F_zurich	R12_ITS2_F56_ITS1F_zurich	R22_ITS2_F49_ITS1F_zurich	R15_ITS2_F51_ITS1F_zurich	R19_ITS2_F52_ITS1F_zurich	R10_ITS2_F47_ITS1F_zurich	R14_ITS2_F48_ITS1F_zurich	R10_ITS2_F50_ITS1F_zurich	R8_ITS2_F52_ITS1F_zurich	R9_ITS2_F53_ITS1F_zurich	R18_ITS2_F47_ITS1F_ithaca	R22_ITS2_F48_ITS1F_ithaca	R18_ITS2_F50_ITS1F_ithaca	R16_ITS2_F52_ITS1F_ithaca	R20_ITS2_F53_ITS1F_ithaca	R18_ITS2_F55_ITS1F_ithaca	R22_ITS2_F56_ITS1F_ithaca	R24_ITS2_F48_ITS1F_ithaca	R15_ITS2_F47_ITS1F_ithaca	R19_ITS2_F48_ITS1F_ithaca	R15_ITS2_F50_ITS1F_ithaca	R21_ITS2_F51_ITS1F_ithaca	R17_ITS2_F53_ITS1F_ithaca	R15_ITS2_F55_ITS1F_ithaca	R19_ITS2_F56_ITS1F_ithaca	R23_ITS2_F55_ITS1F_ithaca	R8_ITS2_F48_ITS1F_changins	R14_ITS2_F48_ITS1F_changins	R10_ITS2_F49_ITS1F_changins	R11_ITS2_F50_ITS1F_changins	R7_ITS2_F51_ITS1F_changins	R11_ITS2_F51_ITS1F_changins	R8_ITS2_F52_ITS1F_changins	R7_ITS2_F47_ITS1F_changins	R9_ITS2_F47_ITS1F_changins	R8_ITS2_F49_ITS1F_changins	R12_ITS2_F49_ITS1F_changins	R14_ITS2_F49_ITS1F_changins	R9_ITS2_F50_ITS1F_changins	R10_ITS2_F50_ITS1F_changins	R10_ITS2_F51_ITS1F_changins	R13_ITS2_F51_ITS1F_changins	R7_ITS2_F52_ITS1F_changins	R18_ITS2_F47_ITS1F_zurich	R22_ITS2_F48_ITS1F_zurich	R12_ITS2_F55_ITS1F_zurich	R20_ITS2_F49_ITS1F_zurich	R21_ITS2_F50_ITS1F_zurich	R17_ITS2_F52_ITS1F_zurich	R8_ITS2_F47_ITS1F_zurich	R12_ITS2_F48_ITS1F_zurich	R8_ITS2_F50_ITS1F_zurich	R14_ITS2_F51_ITS1F_zurich	R7_ITS2_F53_ITS1F_zurich	R13_ITS2_F53_ITS1F_zurich	R21_ITS2_F47_ITS1F_zurich	R7_ITS2_F56_ITS1F_zurich	R13_ITS2_F56_ITS1F_zurich	R15_ITS2_F50_ITS1F_zurich	R16_ITS2_F51_ITS1F_zurich	R20_ITS2_F52_ITS1F_zurich	R11_ITS2_F47_ITS1F_zurich	R7_ITS2_F49_ITS1F_zurich	R11_ITS2_F50_ITS1F_zurich	R9_ITS2_F52_ITS1F_zurich	R10_ITS2_F53_ITS1F_zurich	R19_ITS2_F47_ITS1F_ithaca	R15_ITS2_F49_ITS1F_ithaca	R17_ITS2_F52_ITS1F_ithaca	R21_ITS2_F53_ITS1F_ithaca	R19_ITS2_F55_ITS1F_ithaca	R23_ITS2_F47_ITS1F_ithaca	R24_ITS2_F49_ITS1F_ithaca	R16_ITS2_F47_ITS1F_ithaca	R16_ITS2_F50_ITS1F_ithaca	R22_ITS2_F51_ITS1F_ithaca	R16_ITS2_F55_ITS1F_ithaca	R20_ITS2_F56_ITS1F_ithaca	R23_ITS2_F56_ITS1F_ithaca	taxonomy	Taxon	Taxon Level	Trophic Mode	Guild	Confidence Ranking	Growth Morphology	Trait	Notes	Citation/Source
fOTU1	0.377358490566038	4.68517495004464	0.382469120321023	0.653135463602166	0.491905354919054	0.793797304781244	13.6806564663646	2.42799333492026	46.6577468557667	2.10665880966411	1.14963175857733	0.213999108337049	0.685038753620919	0.297921321687318	0.314297178012572	0.58339450604644	0.361947276346746	0.987619974961747	1.79551862294109	7.49128919860627	2.23063973063973	1.32582035134239	2.27174383383817	9.56816257408975	10.5874316939891	5.1765105227427	4.02722631877482	1.21693121693122	3.45224395857307	1.06292517006803	1.44100442288486	0.835887433825578	4.40620272314675	0.638837840203028	1.95486049404656	1.66181257495289	1.81555058544928	2.93609671848014	0.93267763269459	1.37735849056604	12.4275156338829	4.642166344294	5.6608835628689	5.19796158369267	1.85729176537477	4.54508953665783	8.96709816612729	6.47582205029013	1.71726124529138	4.84345450724942	5.92337422281969	2.15005931198102	7.47748331497441	2.03660506011125	2.46135244839796	6.80260876743994	0.358807082945014	0.400684209293062	0.20864832174176	6.61267817569971	1.5982458921118	61.3508998814527	0.283303953664064	39.0602269421007	0.607294317217981	1.5013108872637	0.135364566603955	0.148559255521919	0.795953284237149	0.415959717585244	1.38361596220366	2.86169879552379	0.399104169059378	22.9512853287885	22.3438268568618	27.227258518287	31.7925591882751	29.1967949970686	30.7629427792916	52.294930875576	47.7112676056338	30.8083464843065	29.1776750330251	14.1477905681396	20.6085753803596	27.7016742770167	16.5663168759677	16.1771964461994	25.3400868306802	14.6625602570969	13.2182945216954	28.441722972973	19.7874899759423	14.5732334361686	10.5006297229219	25.8044164037855	69.6383595494939	62.2851097593229	35.0833493006323	34.3767894636381	58.6711368485218	65.8384169022467	38.153694131955	39.5534290271132	42.770261337094	45.298755186722	19.3879613534382	32.205460980954	31.9420354725004	 k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__; g__; s__	-	-	-	-	-	-	-	Unassigned	-
fOTU2	5.9851922617626	6.4835678755155	4.84356385980312	11.930056632632	8.00747198007472	9.74401575287675	4.85511582186512	5.94302943743553	1.76077067166176	3.86466313101552	2.01185557751033	6.93119334224996	5.57425820089251	15.5765454668563	6.02180018724087	5.6407680717073	6.59045665681366	1.00153011545417	0.860661819261018	4.60428073668492	2.16750841750842	0.828637719588996	3.80787537862397	5.84250635055038	1.79872495446266	1.91785471826205	3.17640385706183	0.44973544973545	1.40391254315305	1.04875283446712	0.542160079897275	0.236834772917247	1.38048411497731	0.700096263236195	0.995201706060068	0.873736508480384	0.539402710169715	1.34715025906736	0.10174665083941	0.207547169811321	5.27572484366117	7.66172361917043	5.5982829547487	5.69972559780478	7.99772576518526	5.89416204930539	3.45873786407767	15.110251450677	8.98515399955684	6.32485816347972	9.0320954461435	8.92645314353499	4.05624311540206	7.29409653687421	5.91588220053545	6.08437216213985	28.1547064305685	31.8204184923964	26.4227396431811	29.996443325764	38.8783219738997	8.15820670330855	27.6473180559053	1.67297061390748	8.40373197625106	41.1425417414102	23.8218694076079	4.87162237919049	7.20077363683702	10.7547479612501	6.00129362468011	14.9691050428543	14.1035948087746	13.6060218718932	5.9394982784063	16.0362613316661	20.8850056369786	13.5040062536643	16.9754768392371	9.84331797235023	11.8691314553991	9.34595826757847	16.116248348745	4.88303007797995	12.1887966804979	5.41026705410267	3.04489936349561	6.2314906219151	9.91316931982634	3.1869309051955	8.71167699782208	9.48057432432433	1.93464314354451	5.14176582929337	1.52707808564232	0.820189274447949	4.31497410065105	5.61139028475712	10.7568499712589	6.25596487879366	5.33373971350198	7.2013093289689	23.1757373061721	11.9288863870907	4.0588779692389	6.95850622406639	8.10526741318673	4.35277262767571	6.7867733452694	 k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__; s__	Hypocreales	7	Saprotroph	Undefined Saprotroph	Possible	Microfungus	NULL	NULL	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158
fOTU4	13.0403630284213	10.3907146804983	13.2108596150229	13.3272704724898	11.4196762141968	12.4607716448219	3.76955295324387	10.541140998175	1.16671126572117	5.27892359065017	7.45464343452488	8.20032694308218	9.03468253346904	14.0530841627734	8.95412598635816	8.27183865857899	10.8011099716475	0.667686743636111	0.845822822377207	1.02040816326531	0.252525252525252	0.331455087835598	0.475984422327997	0.790290714084109	0.683060109289617	0.492192803801765	0.397050482132728	0.330687830687831	0.552359033371692	0.255102040816327	0.0713368526180625	0.417943716912789	0.491679273827534	0.455062571103527	0.533143771103608	1.09645365770087	0.394684909880279	0.155440414507772	0.0678311005596066	0.169811320754717	1.09152927799886	0.687728347302815	0.697549633339295	0.784006272050176	0.909693925897849	0.208785031719264	0.768608414239482	0.294003868471954	0.321294039441613	0.147089724732087	0.646950092421442	0.719157769869514	0.803473077172293	0.493450565225193	0.0777269194230935	0.388012878725336	17.6281453867661	21.201115354875	12.6973087390384	9.35131733741895	15.0076610133671	1.2097208750943	16.4442205993453	1.16016875181845	9.5470737913486	16.4040292534842	12.5131923094572	6.42729005493889	3.0399960326316	16.6931202451973	3.97086532242189	10.3761496625758	14.3045825198116	4.28916347109786	1.56173143138219	1.29728040012504	2.76211950394589	3.08774672659762	2.09809264305177	1.16129032258065	2.65551643192488	1.89374013677012	2.62549537648613	1.81953212031192	1.71161825726141	0.92707900927079	1.01496645449854	0.579960513326752	0.955137481910275	2.39689341189073	1.0051934997487	1.77364864864865	0.601443464314354	2.07139709122962	0.89735516372796	2.52365930599369	0.209095661265029	0.586264656616415	0.406208085840199	0.85894254628746	0.670527278268821	0.892724296979616	0.494071146245059	0.609813303311755	0.520029967828655	0.489626556016597	1.53616040748676	0.358166189111748	0.548313097969004	 k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Dactylonectria; s__Dactylonectria_estremocensis_SH238190.07FU	Hypocreales	7	Saprotroph	Undefined Saprotroph	Possible	Microfungus	NULL	NULL	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158
fOTU19	0.434678767614044	0.318863993877811	0.837043074800928	3.55090736224216	0.554171855541718	1.10762414620639	1.05991965125224	1.04736967388717	0.181964142360182	1.06069534472599	1.01490928686905	1.40585525338089	1.20175369920927	1.92633218227368	0.595158486023806	1.53382529073137	1.79767147252217	0.347753512310474	0.563881881584805	0.721752115480338	0.147306397306397	0.828637719588996	0.713976633491995	1.12898673440587	0.546448087431694	0.492192803801765	0.207978823974286	0.44973544973545	0.667433831990794	0.425170068027211	0.256812669425025	0.431875174143215	0.283661119515885	0.245033692132668	1.084059001244	0.736679801267775	0.539402710169715	0.587219343696028	0.30523995251823	0.377358490566038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0596458527493	0.756847950886895	1.88388267311763	0.656616782030587	2.16621757277963	2.718504149154	2.77323092420045	0.192755309863253	1.06870229007634	3.65116599972402	2.84265589868306	3.34398475165377	6.80403679734186	1.68025833287724	0.621502291965466	0.429966684700589	0.94751349488917	7.3995171140463	17.437284800787	12.4882775867459	6.79255918827508	10.2599179206566	11.9346049046322	6.30414746543779	4.5481220657277	5.20778537611783	4.44187582562748	28.6483475677683	10.7883817427386	15.8295281582953	19.628419060726	8.60069101678184	6.94645441389291	11.8103910016069	21.9299715195175	12.6055743243243	15.4971932638332	26.3405318054943	10.5950881612091	8.28601472134595	0	0.229216256722208	0.0229929105192566	0	0.0507975210809712	0.0595149531319744	0.121617512921861	0.0234543578196829	0.0264422017539994	0.016597510373444	0.0929781299268303	0.00842743974380583	0.128685727074358	 k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Microdochiaceae; g__Microdochium; s__	Microdochium	13	Pathotroph-Symbiotroph	Endophyte-Plant Pathogen	Possible	Dark Septate Endophyte	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688 (as plant pathogen); Mandyam et al. 2012. Mycorrhiza 22:109-119 (as DSE).
fOTU7	0.19584427991402	1.48378045151142	0.260204401529876	0.103344218924393	0.199252801992528	0.310750107685681	0.500042738695615	0.126953899865111	0.144500936580145	0.495973286191318	0.089814981138854	0.115916183682568	0.133093243560636	0.0609384521633151	0.297579243011903	0.0656801761774137	0.0874705917837968	22.1171233829462	14.8835138744621	8.56147336983574	13.5521885521886	7.24229366920782	16.0969277369104	13.2373694609088	6.92167577413479	18.0753564154786	8.52713178294574	9.32539682539683	12.8883774453395	5.22959183673469	7.33342844913682	5.9348007801616	6.75113464447806	7.79732213179312	8.93904389550382	13.0032550967963	11.3932377318774	5.7685664939551	12.1248092250297	5.64150943396226	2.77430358158044	1.52589727057812	1.43981398676444	8.55350842806742	3.55349189803847	3.24419818517626	1.1866235167206	1.35396518375242	3.33481054730778	8.75183862155915	4.58746429171568	2.89887307236062	7.46452407179421	8.93594114480531	2.97089558683824	0.643936266820771	0.0232991612301957	0.0515500152306863	0.0997883277895373	0.0547180651692156	0.11887779362815	0.0592736286237741	0.0346260387811634	0.0581902822228688	0.0848176420695505	0.013798813302056	0.0803010140870922	0.156968269985424	0.736442758312877	0.0684144272344152	0.0984279647909109	0.0313220763689171	0.0976226025037326	0.113620224399943	0.0368912936546975	0.187558612066271	0.0140924464487035	0.117256204807504	0.0272479564032698	0.0552995391705069	0.352112676056338	0.0701385235840786	0.264200792602378	0.0556999628666914	0.0691562932226833	0.01383700013837	0.0688112850507483	0.0123395853899309	0.246020260492041	0.0803427959292983	0.0167532249958117	0.0633445945945946	0.0501202886928629	0.102835316585867	0.141687657430731	0.231335436382755	0.19483913890605	0.925681036762761	0.413872389346618	0.462874594388242	0.589251244539266	0.156226751971433	0.326847065977501	0.398724082934609	0.98717553214931	0.809128630705394	2.42551643287383	0.863812573740098	0.369272086387288	 k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__	Mortierellaceae	9	Saprotroph-Symbiotroph	Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph	Possible	Microfungus	NULL	Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Purahong W, et al. 2016. Molecular Ecology 25:4059-4074
fOTU5	0.119417243850012	1.86216572424642	0.166154617844379	1.31040469596131	0.367372353673723	0.593809611716202	2.38481921531755	1.20209473934777	5.14316296494514	12.0212139068945	0.556852883060895	0.448803685540199	0.630235653331246	0.687250321619609	0.675404574027016	0.177722829656531	0.802316462568619	0.236472388371123	0.296779937676213	1.51816824290692	0.336700336700337	0.198873052701359	0.778883600173085	1.60880609652837	1.93533697632058	0.356415478615071	0.775193798449612	0.238095238095238	1.10471806674338	0.0425170068027211	0.156941075759737	0.208971858456395	0.113464447806354	0.148770455937691	0.106628754220722	0.205585060818914	0.263123273253519	0.7426597582038	0.169577751399016	0.113207547169811	1.63729391699829	1.02084676552762	3.24628867823287	1.52881223049784	0.795982185160618	0.786958965711073	0.465210355987055	0.858800773694391	0.509638821183248	0.935070392939693	1.05024365652831	0.400355871886121	1.68470161342578	0.394760452180154	0.319544002072718	1.1392718566829	0.181733457595527	0.499097874733463	2.93317205926822	10.7438920959755	0.184921012310456	3.24927255092144	0.147947620246789	4.70250218213558	0.624257845631891	0.430522975024148	0.176662230991603	0.21302836640879	11.926901237323	0.938645941656177	0.399336314294553	0.142373074404169	0.264155277363041	3.96250532594802	3.09886866699459	8.15879962488278	6.66572717023675	4.86613249951143	11.7302452316076	5.52995391705069	8.01056338028169	4.1031036296686	7.94253632760898	1.67099888600074	4.4432918395574	2.10322402103224	1.5998623774299	1.24629812438302	1.21562952243126	0.937332619175147	1.02194672474451	2.47043918918919	2.60625501202887	1.80696342000881	0.881612090680101	1.32492113564669	5.85943068954046	11.0596843868465	11.473462349109	22.7333460584081	8.01584882657726	5.810147299509	7.91653998175737	10.7092597804672	9.37376052179278	5.78423236514523	6.86421150503295	4.44968818472948	8.15196105857998	 k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__; g__; s__	-	-	-	-	-	-	-	Unassigned	-
fOTU12	0.434678767614044	0.556949109306577	0.783748197379146	0.731677069984705	0.660024906600249	0.526121469448034	0.465851782203607	0.412600174561612	0.438854696280439	0.476330779807503	0.929585054787138	0.407192747807995	0.567603538714476	0.690635791184237	1.49123980205965	0.807479813004675	1.63479519816613	0.625956322158854	9.6156699807093	0.622200099552016	0.441919191919192	1.06065628107391	0.540891389009087	1.49590742308778	0.774134790528233	1.78207739307536	0.869729627528833	1.01851851851852	0.805523590333717	1.44557823129252	0.370951633613925	2.57731958762887	2.04236006051437	1.97777194364225	0.639772525324329	1.06218948089772	4.4336271543218	0.431778929188256	0.830930981855181	0.849056603773585	2.0125071063104	2.40704921555985	1.04632445000894	2.10897687181498	5.12650431157017	1.9192162531117	1.78667745415318	2.82398452611219	2.19366275204963	3.30951880647195	1.88203663249874	4.26304863582444	1.55510918162379	4.18984389018482	4.62906986786424	4.36720878395113	1.83131407269338	0.224945521006631	1.17024493498639	0.484254876747558	0.932530247794156	0.142795559866365	1.5518761017376	0.30913587430899	0.644614079728584	0.89416310197323	7.41981370164732	0.249467429083978	0.488482233628406	0.350281867440206	0.165921426361821	1.5063071271961	0.660388193407603	9.11802300809544	11.7560255779636	4.98593310409503	6.27113866967306	8.0125073285128	2.50681198910082	4.44239631336406	3.65316901408451	11.1169559880765	3.18692206076618	5.8670627552915	4.7372060857538	4.40016604400166	2.09874419404782	10.0320829220138	6.8451519536903	9.52062131762185	3.46791757413302	5.65878378378378	21.271050521251	4.80387836051124	6.15554156171285	5.08937960042061	0.199591313025709	0.273296306091863	0.0919716420770262	0.243367054781447	0.233668596972468	0.364529087933343	0.288841593189419	0.323670137911624	0.581728438587986	0.83402489626556	2.00509358450904	0.328670150008427	0.738544172774576	 k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Glomerellales; f__Plectosphaerellaceae; g__Plectosphaerella; s__	Plectosphaerella	13	Pathotroph	Plant Pathogen	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
fOTU9	1.15595892046812	2.06198716040985	1.26967207975422	0.62006531354636	1.70610211706102	0.799950772260169	4.90640225660313	0.793461874156947	1.87316028900187	2.58790021606757	1.09574276989402	0.74899687917967	0.990370312377672	0.680479382490351	1.54139360706166	2.52289147316772	0.717862098087712	15.0785922937822	4.36266508384033	3.80786460925834	7.00757575757576	2.86708650977793	6.55560363479013	4.37482359582275	7.62750455373406	3.97148676171079	5.14274910190962	6.2962962962963	4.51093210586882	4.97448979591837	6.7341988871451	9.1111730286988	6.71331316187595	4.70814737026341	8.47698596054736	8.82302552681172	7.52532561505065	2.98791018998273	4.90079701543157	2.84905660377358	1.54633314383172	0.719965613582635	7.95027723126453	1.05056840454724	1.76253198142708	1.34907251264755	0.889967637540453	0.634429400386847	0.842011965433193	2.79470476990964	5.4192572676861	2.24644128113879	22.4065314585628	1.03176027274359	1.49408411779946	1.84925286881862	0.237651444547996	0.100756847950887	0.151194436044754	0.251703099778392	0.227188672267132	0.433775191292165	0.283303953664064	0.127291242362525	0.264631043256997	0.113150269076859	0.227137154132061	0.0981051687408902	0.141337499070148	0.147775162826337	0.241851570629095	0.165152766308836	0.275640289422304	0.326658145149837	0.0368912936546975	0.0937793060331354	0.126832018038331	0.117256204807504	0	0.0368663594470046	0.146713615023474	0.0350692617920393	0.132100396301189	0.0371333085777943	0.0864453665283541	0.05534800055348	0.0860141063134354	0.0246791707798618	0.0868306801736614	0.0133904659882164	0.0335064499916234	0.0422297297297297	0.070168404170008	0.0440722785368004	0.236146095717884	0.273396424815983	0.38017392957278	0.599488671427312	0.222264801686147	0.405611757969078	0.426699177080158	0.610028269602738	0.174825174825175	1.21493573505957	2.09774800581728	1.850622406639	0.844888224117719	1.14191808528569	1.29245230235551	 k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__	Mortierellaceae	9	Saprotroph-Symbiotroph	Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph	Possible	Microfungus	NULL	Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Purahong W, et al. 2016. Molecular Ecology 25:4059-4074
fOTU17	0.181514210652018	0.148803197142979	0.144209668317763	0.078541606382539	0.099626400996264	0.243061965417513	0.158133173775536	0.0555423311909863	0.256890553920257	0.191514437242192	0.193102209448536	0.047555357408233	0.129178736397088	0.135418782585145	0.234051090009362	0.158405130780821	0.247330638836943	0.40339407428015	1.48389968838107	5.15181682429069	0.252525252525252	3.51342393105734	0.800519255733449	0.564493367202935	1.22950819672131	0.763747454175153	0.302514653053507	0.0661375661375661	6.90448791714615	0.155895691609977	0.271080039948637	11.0476455837281	0.75642965204236	3.04541874507745	0.870801492802559	0.513962652047285	1.27614787527957	0.725388601036269	1.76360861454977	1.26415094339623	0.0113700966458215	0.236406619385343	0.939009121802898	0.196001568012544	0	10.5195535212399	0.0202265372168285	0	0	0.0210128178188695	0.016803898504453	0.452253855278766	0.492451240847535	0.0897182845863987	0	0.0412779658218443	0.0698974836905871	0.0351477376572861	0.0483822195343211	0.0191513228092255	0.0105669149891689	0.0538851169307037	0.00944346512213548	0.0072737852778586	0.430873621713316	0.00551952532082241	0.0527692378286606	0.0112120192846732	0.0223164472216023	0.0328389250725193	0.0112489102618184	0.0142373074404169	0.00287125301481567	1.23561994034938	2.86522380718151	1.48483901219131	1.6206313416009	4.47527848348642	1.45776566757493	2.08294930875576	0.557511737089202	1.35016657899351	0.346763540290621	2.69216487189009	6.56984785615491	4.24795904247959	14.8116291071736	26.7522211253702	4.4862518089725	35.6588109266202	9.38180599765455	0.886824324324324	3.5084202085004	2.95284266196562	25.1416876574307	14.279705573081	0.00475217411965974	0.193952217226483	0.0114964552596283	0.0381752242794426	0.746723559890277	0	0.00380054727880815	0.126653532226288	0.070512538010665	0.033195020746888	0.468933177022274	0	0.027975158059643	 k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Didymellaceae; g__; s__	Didymellaceae	9	Pathotroph-Saprotroph	Animal Pathogen-Plant Pathogen-Undefined Saprotroph	Possible	Microfungus	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688 (doi:10.1126/science.1256688)
fOTU10	1.13207547169811	1.01186174057225	0.909147908959809	1.24839816460667	0.877957658779577	0.630730416589748	2.01299256346696	0.912481155280489	1.32726786192133	2.23924572775486	1.19004850008981	1.09971764006539	1.32701792844281	1.22553998239556	1.29396816905176	1.85836263184329	1.50509742414188	3.17151203227153	7.53821041697581	2.09059233449477	1.38888888888889	0.662910175671197	3.48334054521852	1.89105278012983	3.34699453551913	4.0224032586558	1.75836642087351	5.85978835978836	2.85385500575374	7.07199546485261	2.02596661435297	3.59431596544999	3.72541603630862	4.97068346897698	8.31704282921628	6.88709953743361	5.84133666622813	2.64248704663212	2.79803289808377	5.13207547169811	0.898237635019898	0.21491510853213	1.35038454659274	0.235201881615053	0.0758078271581541	0.425600256966193	0.943905070118662	0.177949709864603	0.0110791048083315	0.136583315822652	0.201646782053436	0.0148279952550415	0.0712758374910905	0.385788623721514	0.0172726487606874	0.0412779658218443	0.657036346691519	0.290554631300232	1.08859993952223	0.610106426636754	0.31964917842236	0.697812264252613	0.985268194409469	0.461885365144021	1.77777777777778	0.607147785290465	0.915431560592851	0.465298800313937	1.70596840982915	0.829182858081112	0.379650721336371	0.632136450354509	0.674744458481682	4.75784689674762	11.0181997048697	1.00031259768678	1.71927846674183	1.25073285128005	1.03542234332425	2.24884792626728	1.4231220657277	3.87515342802034	1.07331571994716	4.02896398069068	2.29944674965422	4.55237304552373	4.42112506451058	1.09822309970385	2.73516642547033	2.19603642206749	5.37778522365555	2.97719594594595	3.60866078588613	4.62758924636404	2.78652392947103	10.1997896950578	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Fungi; p__Ascomycota; c__Ascomycota_cls_Incertae_sedis; o__Ascomycota_ord_Incertae_sedis; f__Ascomycota_fam_Incertae_sedis; g__; s__	-	-	-	-	-	-	-	Unassigned	-
